Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in Metal Element,Pd at% in metal element,Au at% in Metal Element,Ir at% in metal element,Ru at% in metal element,Ni at% in Metal Element,Co at% in Metal Element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in Metal Element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,Total Metal Mass Ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle Diameter (nm),Particle variance,carbon substrate type,carbon particle diameter(nm),Support BET Surface Area(m2/g),special sturcture,particle,nanowire,core-shell,Wet Reduction Temperature (⊥),Wet Reduction Time (min),mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature (⊥),Annealing Time (h),Atomosphere h2,Atomosphere inert,Electrochemical Active Surface Area (m2/g),Catalyst Mass Activity (mA mg-1),Catalyst Specific Activity (mA cm-2),Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(Ionomer/Catalyst),Active Area (cm2),Cathode Platinum Loading (mgPt cm-2),Anode Platinum Loading(mgPt cm-2),Anodic Catalyst Type x wt% Pt/C,Membrane,Membrane Thickness (米m),Hot Press Temperature (⊥),Hot Press Time (min),Hot Press Pressure (Mpa),Humidity %,GDE for 1/CCM for 0,Cell Temperature (⊥),Flowing Rate of Anode Gas (H2) (ml min-1),Flowing Rate of Cathode Gas(O2/air) (ml min-1),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Backpressure (Mpa),"Current decay at 0.6V(ma,cm2)",Cathode Gas Oxygen Ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A highly durable carbon-nanofiber-supported Pt每C core每shell cathode catalyst for ultra-low Pt loading proton exchange membrane fuel cells:facile carbon encapsulation,Oh Joong Kwon,korea,Incheon National University,2019,Pt@CS/CNF900,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,3.05,0,0,0,0,0,0,0,0,49,4,0.8,nitrogen-doped carbon nanofiber,,,core-shell,0,0,1,25,0,0,none,0,1,0,0,7,900,1,0,1,99.6,75,0.075301205,0.889,1,10000,-4,,,,5,0.1,0.025,20,nafion 212,50,,,,100,0,80,150,800,,,0,0,0,,0.21,617.5,617.5,0,0.94,0.8,0.755,0.725,0.7,0.675,0.65,0.625,0.6,0.59,0.56,0.535,0.505,0.475,0.435,0.39,0.32,0.235,0.15718,0.09147,0.03525,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,151,217.5,280,337.5,390,437.5,480,531,560,588.5,606,617.5,609,585,512,399.5,282.924,173.793,70.5,21,22,23,24,25,26,27,28,29,30,617.5
Monodispersed Pt3Ni Nanoparticles as a Highly Efficient Electrocatalyst for PEMFCs,Gu Jun,china,Nanjing University,2019,Pt3Ni/EC-600,72.7,0,0,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,0,0,0,0,0,0,0,0,72.2,2.8,0.4,EC600,34,1400,none,1,0,0,0,60,0,NaBH4,0,0,1,0,7,25,0,0,0,98.9,139,0.140546006,0.855,1,12000,40,,,0.7,25,0.4,0.1,60,nafion 211,25,,,,100,0,75,225,375,1.5,2.5,225,375,0.1,,0.21,1285.41,1285.41,1,0.931,0.84,0.81,0.79,0.775,0.755,0.74,0.725,0.715,0.7,0.68,0.665,0.65,0.635,0.615,0.59586,0.57828,0.5621,0.54714,0.53327,0.52039,0.50838,0.49716,0.48666,0.4768,0.46754,0.45882,0.45059,0.44281,0.43545,0.42847,84,162,237,310,377.5,444,507.5,572,630,680,731.5,780,825.5,861,893.79,925.248,955.57,984.852,1013.213,1040.78,1067.598,1093.752,1119.318,1144.32,1168.85,1192.932,1216.593,1239.868,1262.805,1285.41,1285.41
ZIF derived PtNiCo/NC cathode catalyst for proton exchange membrane fuel cell,Naseem Iqbal,Pakistan,National University of Sciences and Technology,2019,PtNiCo/NC,92.14,0,0,0,0,0,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,26.27,0.72,0,0,0,0,0,0,0,0,70.54,3.1,,ZIF-derived,,807,none,1,0,0,25,0,0,none,0,1,0,0,7,700,3.5,1,0,55,7210,13.10909091,0.91,1.03,5000,15,,,0.18,5,0.12,0.12,,nafion 212,50,,,,100,0,70,200,300,,,0,0,0.1,,1,405,405,0,1.05,0.76,0.715,0.675,0.64,0.605,0.57,0.54,0.49,0.45,0.4,0.365,0.325,0.295,0.26656,0.24092,0.2177,0.19657,0.17725,0.15952,0.1432,0.12812,0.11415,0.10117,0.08907,0.07777,0.0672,0.05728,0.04796,0.03919,0.03091,76,143,202.5,256,302.5,342,378,392,405,400,401.5,390,383.5,373.184,361.38,348.32,334.169,319.05,303.088,286.4,269.052,251.13,232.691,213.768,194.425,174.72,154.656,134.288,113.651,92.73,405
ZIF derived PtNiCo/NC cathode catalyst for proton exchange membrane fuel cell,Naseem Iqbal,Pakistan,National University of Sciences and Technology,2019,PtNiCo/NC,92.14,0,0,0,0,0,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,26.27,0.72,0,0,0,0,0,0,0,0,70.54,3.1,,ZIF-derived,,807,none,1,0,0,25,0,0,none,0,1,0,0,7,700,3.5,1,0,55,7210,13.10909091,0.91,1.03,5000,15,,,0.4,5,0.12,0.12,,nafion 212,50,,,,100,0,70,200,300,,,0,0,0.1,,1,731,731,0,1.05,0.855,0.8,0.77,0.74,0.7,0.68,0.65,0.64,0.62,0.595,0.565,0.55,0.515,0.5,0.475,0.45,0.43,0.4,0.365,0.33,0.29695,0.26741,0.24083,0.21679,0.19495,0.17501,0.15675,0.13995,0.12445,0.1101,85.5,160,231,296,350,408,455,512,558,595,621.5,660,669.5,700,712.5,720,731,720,693.5,660,623.595,588.302,553.909,520.296,487.375,455.026,423.225,391.86,360.905,330.3,731
ZIF derived PtNiCo/NC cathode catalyst for proton exchange membrane fuel cell,Naseem Iqbal,Pakistan,National University of Sciences and Technology,2019,PtNiCo/NC,92.14,0,0,0,0,0,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,26.27,0.72,0,0,0,0,0,0,0,0,70.54,3.1,,ZIF-derived,,807,none,1,0,0,25,0,0,none,0,1,0,0,7,700,3.5,1,0,55,7210,13.10909091,0.91,1.03,5000,15,,,0.45,5,0.12,0.12,,nafion 212,50,,,,100,0,70,200,300,,,0,0,0.1,,1,602,602,0,1.05,0.815,0.78,0.75,0.71,0.7,0.65,0.64,0.6,0.575,0.55,0.52,0.495,0.455,0.43,0.4,0.36,0.325,0.29195,0.26241,0.23583,0.21179,0.18995,0.17001,0.15175,0.13495,0.11945,0.1051,0.09178,0.07938,0.06781,81.5,156,225,284,350,390,448,480,517.5,550,572,594,591.5,602,600,576,552.5,525.51,498.579,471.66,444.759,417.89,391.023,364.2,337.375,310.57,283.77,256.984,230.202,203.43,602
ZIF derived PtNiCo/NC cathode catalyst for proton exchange membrane fuel cell,Naseem Iqbal,Pakistan,National University of Sciences and Technology,2019,PtNiCo/NC,92.14,0,0,0,0,0,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,26.27,0.72,0,0,0,0,0,0,0,0,70.54,3.1,,ZIF-derived,,807,none,1,0,0,25,0,0,none,0,1,0,0,7,700,3.5,1,0,55,7210,13.10909091,0.91,1.03,5000,15,,,0.4,5,0.12,0.12,,nafion 212,50,,,,100,0,70,200,300,,,0,0,0.1,,1,1068,1068,0,1.05,0.9,0.85,0.825,0.795,0.765,0.75,0.73,0.7,0.675,0.66,0.65,0.63,0.615,0.6,0.58,0.565,0.55,0.54,0.52,0.5,0.49,0.475,0.46,0.445,0.42,0.4,0.38,0.36,0.335,0.31119,90,170,247.5,318,382.5,450,511,560,607.5,660,715,756,799.5,840,870,904,935,972,988,1000,1029,1045,1058,1068,1050,1040,1026,1008,971.5,933.57,1068
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt/PECNTs,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,none,1,0,0,160,240,0,ethylene glycol,1,0,0,0,12,25,0,0,0,95.7,217,0.226750261,0.716,0.911,,,,,,11.56,0.2,0.1,46,nafion 212,50,130,4,,100,1,40,150,150,1,1,150,150,0,,1,407,407,0,0.8,0.725,0.675,0.64,0.6,0.56,0.535,0.5,0.465,0.44,0.405,0.37,0.33,0.3,0.255,0.215,0.17738,0.14398,0.11414,0.0873,0.06305,0.04102,0.02092,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,72.5,135,192,240,280,321,350,372,396,405,407,396,390,357,322.5,283.808,244.766,205.452,165.87,126.1,86.142,46.024,23,24,25,26,27,28,29,30,407
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt/PECNTs,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,none,1,0,0,160,240,0,ethylene glycol,1,0,0,0,12,25,0,0,0,95.7,217,0.226750261,0.716,0.911,,,,,,11.56,0.2,0.1,46,nafion 212,50,130,4,,100,1,50,150,150,1,1,150,150,0,,1,455,455,0,0.8,0.725,0.685,0.65,0.615,0.585,0.55,0.525,0.5,0.46,0.44,0.405,0.375,0.35,0.32,0.285,0.25,0.215,0.18195,0.15241,0.12583,0.10179,0.07995,0.06001,0.04175,0.02495,0.01,0.01,0.01,0.01,0.01,72.5,137,195,246,292.5,330,367.5,400,414,440,445.5,450,455,448,427.5,400,365.5,327.51,289.579,251.66,213.759,175.89,138.023,100.2,62.375,26,27,28,29,30,455
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt/PECNTs,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,none,1,0,0,160,240,0,ethylene glycol,1,0,0,0,12,25,0,0,0,95.7,217,0.226750261,0.716,0.911,,,,,,11.56,0.2,0.1,46,nafion 212,50,130,4,,100,1,60,150,150,1,1,150,150,0,,1,490,490,0,0.8,0.75,0.7,0.665,0.64,0.605,0.575,0.55,0.515,0.49,0.46,0.44,0.405,0.375,0.35,0.325,0.3,0.27,0.235,0.2,0.16695,0.13741,0.11083,0.08679,0.06495,0.04501,0.02675,0.01,0.01,0.01,0.01,75,140,199.5,256,302.5,345,385,412,441,460,484,486,487.5,490,487.5,480,459,423,380,333.9,288.561,243.826,199.617,155.88,112.525,69.55,27,28,29,30,490
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt3SC/PECNTs,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,none,1,0,0,160,240,0,ethylene glycol,1,0,0,0,12,25,0,0,0,95.7,217,0.226750261,0.746,0.941,,,,,,11.56,0.2,0.1,46,nafion 212,50,130,4,,100,1,40,150,150,1,1,150,150,0,,1,638.4,638.4,0,0.94,0.82,0.775,0.745,0.71,0.685,0.659,0.633,0.607,0.581,0.555,0.529,0.503,0.477,0.451,0.425,0.399,0.373,0.347,0.321,0.295,0.269,0.22181,0.20135,0.18262,0.16541,0.14955,0.13487,0.12126,0.10861,0.0968,82,155,223.5,284,342.5,395.4,443.1,485.6,522.9,555,581.9,603.6,620.1,631.4,637.5,638.4,634.1,624.6,609.9,590,564.9,487.982,463.105,438.288,413.525,388.83,364.149,339.528,314.969,290.4,638.4
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt3SC/PECNTs,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,none,1,0,0,160,240,0,ethylene glycol,1,0,0,0,12,25,0,0,0,95.7,217,0.226750261,0.746,0.941,,,,,,11.56,0.2,0.1,46,nafion 212,50,130,4,,100,1,50,150,150,1,1,150,150,0,,1,1214.88,1214.88,0,0.94,0.825,0.775,0.75,0.725,0.7,0.6753,0.65177,0.63037,0.61081,0.59288,0.57638,0.56114,0.54703,0.53391,0.5217,0.5103,0.49963,0.48963,0.48023,0.47138,0.46304,0.45516,0.4477,0.44063,0.43393,0.42755,0.42149,0.41572,0.41021,0.40496,82.5,155,225,290,350,405.18,456.239,504.296,549.729,592.88,634.018,673.368,711.139,747.474,782.55,816.48,849.371,881.334,912.437,942.76,972.384,1001.352,1029.71,1057.512,1084.825,1111.63,1138.023,1164.016,1189.609,1214.88,1214.88
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt3SC/PECNTs,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,none,1,0,0,160,240,0,ethylene glycol,1,0,0,0,12,25,0,0,0,95.7,217,0.226750261,0.746,0.941,,,,,,11.56,0.2,0.1,46,nafion 212,50,130,4,,100,1,60,150,150,1,1,150,150,0,,1,743.4,743.4,0,0.94,0.835,0.79,0.77,0.745,0.725,0.701,0.677,0.653,0.629,0.605,0.581,0.557,0.533,0.509,0.485,0.461,0.437,0.413,0.389,0.365,0.341,0.317,0.293,0.27012,0.24928,0.23023,0.21273,0.19661,0.18171,0.1679,83.5,158,231,298,362.5,420.6,473.9,522.4,566.1,605,639.1,668.4,692.9,712.6,727.5,737.6,742.9,743.4,739.1,730,716.1,697.4,673.9,648.288,623.2,598.598,574.371,550.508,526.959,503.7,743.4
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt3SC/PECNTs,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,none,1,0,0,160,240,0,ethylene glycol,1,0,0,0,12,25,0,0,0,95.7,217,0.226750261,0.746,0.941,,,,,,11.56,0.1,0.1,46,nafion 212,50,130,4,,100,1,40,150,150,1,1,150,150,0,,1,534.8,534.8,0,0.89,0.76,0.71,0.675,0.65,0.625,0.598,0.571,0.544,0.517,0.49,0.463,0.436,0.409,0.382,0.355,0.328,0.301,0.274,0.247,0.22,0.19433,0.17108,0.14992,0.13058,0.11284,0.0965,0.08141,0.06742,0.05443,0.04232,76,142,202.5,260,312.5,358.8,399.7,435.2,465.3,490,509.3,523.2,531.7,534.8,532.5,524.8,511.7,493.2,469.3,440,408.093,376.376,344.816,313.392,282.1,250.9,219.807,188.776,157.847,126.96,534.8
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt3SC/PECNTs,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,none,1,0,0,160,240,0,ethylene glycol,1,0,0,0,12,25,0,0,0,95.7,217,0.226750261,0.746,0.941,,,,,,11.56,0.1,0.1,46,nafion 212,50,130,4,,100,1,50,150,150,1,1,150,150,0,,1,520,520,0,0.89,0.775,0.735,0.7,0.67,0.64,0.61,0.58,0.55,0.52,0.49,0.46,0.43,0.4,0.37,0.34,0.31,0.28,0.25,0.22,0.19,0.16156,0.13592,0.1127,0.09157,0.07225,0.05452,0.0382,0.02312,0.01,0.01,77.5,147,210,268,320,366,406,440,468,490,506,516,520,518,510,496,476,450,418,380,339.276,299.024,259.21,219.768,180.625,141.752,103.14,64.736,29,30,520
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt3SC/PECNTs,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,none,1,0,0,160,240,0,ethylene glycol,1,0,0,0,12,25,0,0,0,95.7,217,0.226750261,0.746,0.941,,,,,,11.56,0.1,0.1,46,nafion 212,50,130,4,,100,1,60,150,150,1,1,150,150,0,,1,600,600,0,0.89,0.775,0.735,0.7,0.68,0.65,0.625,0.6,0.575,0.55,0.525,0.5,0.475,0.45,0.425,0.4,0.375,0.35,0.325,0.3,0.275,0.25119,0.22955,0.20978,0.19167,0.175,0.15962,0.14537,0.13214,0.11983,0.10833,77.5,147,210,272,325,375,420,460,495,525,550,570,585,595,600,600,595,585,570,550,527.499,505.01,482.494,460.008,437.5,415.012,392.499,369.992,347.507,324.99,600
Binary CuPt alloy nanoparticles assembled on reduced graphene oxide-carbon black hybrid as efficient and cost-effective electrocatalyst for PEMFC,?nder Metin,turkey,Atat邦rk University,2018,Cu45Pt55/rGO-VC,55,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,79.2,3.5,0.7,XC-72R/graphene hybrid,,,none,1,0,0,100,60,0,morpholine borane,0,0,1,0,7,400,1,1,0,119,35.1,0.029495798,0.82,0.95,,,,,,5,0.28,0.28,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,481,481,0,0.9,0.825,0.78,0.74,0.7,0.67,0.63,0.59,0.55,0.49,0.46,0.42,0.4,0.37,0.335,0.31,0.29,0.27,0.25086,0.23328,0.2171,0.20214,0.18827,0.17539,0.16338,0.15216,0.14166,0.1318,0.12254,0.11382,0.10559,82.5,156,222,280,335,378,413,440,441,460,462,480,481,469,465,464,459,451.548,443.232,434.2,424.494,414.194,403.397,392.112,380.4,368.316,355.86,343.112,330.078,316.77,481
Binary CuPt alloy nanoparticles assembled on reduced graphene oxide-carbon black hybrid as efficient and cost-effective electrocatalyst for PEMFC,?nder Metin,turkey,Atat邦rk University,2018,Cu45Pt55/VC,55,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80.2,3.5,0.7,XC-72R,30,230,none,1,0,0,100,60,0,morpholine borane,0,0,1,0,7,400,1,1,0,73,3.92,0.005369863,0.79,0.95,,,,,,5,0.28,0.28,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,375,375,0,0.9,0.77,0.7,0.66,0.61,0.57,0.52,0.48,0.45,0.41,0.375,0.34,0.29,0.25,0.2,0.1533,0.11239,0.07625,0.0441,0.0153,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,77,140,198,244,285,312,336,360,369,375,374,348,325,280,229.95,179.824,129.625,79.38,29.07,20,21,22,23,24,25,26,27,28,29,30,375
Binary CuPt alloy nanoparticles assembled on reduced graphene oxide-carbon black hybrid as efficient and cost-effective electrocatalyst for PEMFC,?nder Metin,turkey,Atat邦rk University,2018,Cu45Pt55/rGO,55,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,79.7,3.5,0.7,graphene,,600,none,1,0,0,100,60,0,morpholine borane,0,0,1,0,7,400,1,1,0,56,10.38,0.018535714,0.74,0.95,,,,,,5,0.28,0.28,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,360,360,0,0.9,0.82,0.78,0.73,0.675,0.62,0.56,0.5,0.43,0.4,0.35,0.3,0.25,0.19,0.13431,0.0861,0.04394,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,82,156,219,270,310,336,350,344,360,350,330,300,247,188.034,129.15,70.304,17,18,19,20,21,22,23,24,25,26,27,28,29,30,360
An effective electrocatalyst based on platinum nanoparticles supported with graphene nanoplatelets and carbon black hybrid for PEM fuel cells,Solen Kinayyigit,turkey,Sabanci University,2018,Pt/CB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,0,78.5,4.16,1.54,XC-72R,30,230,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,10,225,2.25,,,,,,,,5,0.5,0.5,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,189,189,0,0.91,0.62,0.525,0.46,0.4,0.335,0.3,0.27,0.225,0.18283,0.14565,0.11262,0.08308,0.05651,0.03249,0.01065,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,62,105,138,160,167.5,180,189,180,164.547,145.65,123.882,99.696,73.463,45.486,15.975,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,189
An effective electrocatalyst based on platinum nanoparticles supported with graphene nanoplatelets and carbon black hybrid for PEM fuel cells,Solen Kinayyigit,turkey,Sabanci University,2018,Pt/GNP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,78.4,2,0.1,graphene,,600,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,19,225,1.184210526,,,,,,,,5,0.5,0.5,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,250,250,0,0.94,0.72,0.575,0.51,0.465,0.42,0.385,0.345,0.305,0.275,0.25,0.21,0.17238,0.13898,0.10914,0.0823,0.05805,0.03602,0.01592,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,72,115,153,186,210,231,241.5,244,247.5,250,231,206.856,180.674,152.796,123.45,92.88,61.234,28.656,19,20,21,22,23,24,25,26,27,28,29,30,250
An effective electrocatalyst based on platinum nanoparticles supported with graphene nanoplatelets and carbon black hybrid for PEM fuel cells,Solen Kinayyigit,turkey,Sabanci University,2018,Pt/CB-GNP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,79,1.7,0.05,XC-72R/graphene hybrid,,,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,,5,0.5,0.5,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,380,380,0,0.95,0.78,0.705,0.66,0.61,0.575,0.53,0.495,0.455,0.42,0.38,0.33,0.3,0.25,0.2,0.1533,0.11239,0.07625,0.0441,0.0153,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,78,141,198,244,287.5,318,346.5,364,378,380,363,360,325,280,229.95,179.824,129.625,79.38,29.07,20,21,22,23,24,25,26,27,28,29,30,380
Self-Supported Mesostructured Pt-Based Bimetallic Nanospheres Containing an Intermetallic Phase as Ultrastable Oxygen Reduction Electrocatalysts,Sung-Dae Yim,korea,University of Science and Technology,2016,Meso_PtNi_2,66.7,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2.72,0.58,none,0,0,nanocage,0,1,0,25,0,0,none,0,1,0,0,7,600,2,1,0,39,1340,3.435897436,0.904,1,,,,,3,10,0.103,0.211,20,nafion 212,50,120,,20,100,0,80,696,1654,,,0,0,0.15,,1,1466.55,1466.55,1,0.975,0.885,0.86,0.835,0.813,0.795,0.775,0.755,0.735,0.72,0.7,0.68086,0.66328,0.6471,0.63214,0.61827,0.60539,0.59338,0.58216,0.57166,0.5618,0.55254,0.54382,0.53559,0.52781,0.52045,0.51347,0.50685,0.50055,0.49456,0.48885,88.5,172,250.5,325.2,397.5,465,528.5,588,648,700,748.946,795.936,841.23,884.996,927.405,968.624,1008.746,1047.888,1086.154,1123.6,1160.334,1196.404,1231.857,1266.744,1301.125,1335.022,1368.495,1401.54,1434.224,1466.55,1466.55
Achieving High-Power PEM Fuel Cell Performance with an UltralowPt-Content Core?Shell Catalyst,Anusorn Kongkanand,United States,General Motors,2016,PtML/Pd,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,4.2,0.2,NEH,,,core-shell,0,0,1,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,192,960,0.5,,,,,,,0.5643,,0.05,,,nafion 211,25,,,,100,0,80,,,,,0,0,0.15,,1,1512.09,1512.09,1,0.89,0.82,0.78,0.76,0.75,0.74,0.73,0.72,0.705,0.699,0.69,0.68,0.665,0.66,0.645,0.625,0.62,0.61,0.6,0.59,0.58,0.57031,0.56119,0.5526,0.54449,0.53683,0.52957,0.52269,0.51615,0.50994,0.50403,82,156,228,300,370,438,504,564,629.1,690,748,798,858,903,937.5,992,1037,1080,1121,1160,1197.651,1234.618,1270.98,1306.776,1342.075,1376.882,1411.263,1445.22,1478.826,1512.09,1512.09
Achieving High-Power PEM Fuel Cell Performance with an UltralowPt-Content Core?Shell Catalyst,Anusorn Kongkanand,United States,General Motors,2016,PtML/Pd,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,4.2,0.2,NEH,,,core-shell,0,0,1,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,192,960,0.5,,,,,,,0.5643,,0.025,,,nafion 211,25,,,,100,0,80,,,,,0,0,0.15,,1,1242.09,1242.09,0,0.89,0.79,0.76,0.725,0.71,0.7,0.696,0.69,0.67,0.65,0.63,0.615,0.61,0.6,0.59,0.57,0.555,0.53,0.515,0.5,0.49,0.48031,0.47119,0.4626,0.45449,0.44683,0.43957,0.43269,0.42615,0.41994,0.41403,79,152,217.5,284,350,417.6,483,536,585,630,676.5,732,780,826,855,888,901,927,950,980,1008.651,1036.618,1063.98,1090.776,1117.075,1142.882,1168.263,1193.22,1217.826,1242.09,1242.09
