Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter ㄗnmㄘ,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),special sturcture,particle,nanowire,core-shell,Reduction Temperature,Reduction Time/min,mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt use,,Rand,Rand num,Year for plot
Structure and Activity of Carbon-Supported Pt-Co Electrocatalysts for Oxygen Reduction,Ernesto R. Gonzalez,Brazil,Instituto de Qu? ∩mica de Sa ?o Carlos,2004,PtCo/C,47.45626382,0,0,0,0,0,52.54373618,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,0,0,0,0,0,0,0,0,0,73.3,3.9,1.2,XC-72R,30,230,none,1,0,0,25,0,0,none,0,1,0,0,7,900,2,1,0,55,225,0.409090909,,,,,,,0.5,4.62,0.25,0.15,20,nafion 115,75,125,2,5,100,1,80,,,,,0,0,0.1,,1,616,616,0,0.975,0.84,0.8,0.75,0.71,0.69,0.66,0.64,0.62,0.59,0.56,0.54,0.5,0.47,0.44,0.41,0.38,0.34,0.3,0.26,0.22,0.18238,0.14898,0.11914,0.0923,0.06805,0.04602,0.02592,0.01,0.01,0.01,84,160,225,284,345,396,448,496,531,560,594,600,611,616,615,608,578,540,494,440,382.998,327.756,274.022,221.52,170.125,119.652,69.984,28,29,30,616,0.405844156,22,0.284048885,-0.057085525,2003.942914
Structure and Activity of Carbon-Supported Pt-Co Electrocatalysts for Oxygen Reduction,Ernesto R. Gonzalez,Brazil,Instituto de Qu? ∩mica de Sa ?o Carlos,2004,PtCo/C,61.36701337,0,0,0,0,0,38.63298663,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,6.8,,XC-72R,30,230,none,1,0,0,25,0,0,none,0,1,0,0,7,900,2,1,0,55,225,0.409090909,,,,,,,0.5,4.62,0.25,0.15,20,nafion 115,75,125,2,5,100,1,80,,,,,0,0,0.1,,1,637,637,0,0.961,0.83,0.8,0.75,0.72,0.69,0.67,0.65,0.625,0.6,0.57,0.54,0.51,0.49,0.45,0.42,0.37,0.33,0.28,0.2333,0.19239,0.15625,0.1241,0.0953,0.06936,0.04588,0.02452,0.01,0.01,0.01,0.01,83,160,225,288,345,402,455,500,540,570,594,612,637,630,630,592,561,504,443.27,384.78,328.125,273.02,219.19,166.464,114.7,63.752,27,28,29,30,637,0.392464678,23,0.316268327,-0.047815954,2003.952184
Structure and Activity of Carbon-Supported Pt-Co Electrocatalysts for Oxygen Reduction,Ernesto R. Gonzalez,Brazil,Instituto de Qu? ∩mica de Sa ?o Carlos,2004,PtCo/C,63.16120907,0,0,0,0,0,36.83879093,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.8,,XC-72R,30,230,none,1,0,0,,,0,NaBH4,0,0,1,0,7,25,0,0,0,55,225,0.409090909,,,,,,,0.5,4.62,0.25,0.15,20,nafion 115,75,125,2,5,100,1,80,,,,,0,0,0.1,,1,680,680,0,0.961,0.83,0.8,0.75,0.72,0.69,0.67,0.65,0.625,0.6,0.58,0.55,0.525,0.5,0.475,0.45,0.425,0.4,0.365,0.34,0.3,0.26238,0.22898,0.19914,0.1723,0.14805,0.12602,0.10592,0.08751,0.07059,0.05497,83,160,225,288,345,402,455,500,540,580,605,630,650,665,675,680,680,657,646,600,550.998,503.756,458.022,413.52,370.125,327.652,285.984,245.028,204.711,164.91,680,0.367647059,24,0.795163997,0.082447097,2004.082447
Preparation and characterization of carbon supported Pt and PtRu alloy catalysts reduced by alcohol for polymer electrolyte fuel cell,Koichi Kobayashi,Japan,muashi institute of technology,2004,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.2,,home-made carbon,,,none,1,0,0,,120,0,propanol,1,0,0,0,7,300,4,1,0,61.7,217,0.351701783,,,,,,,,4,0.18,0.46,30,nafion 112,50,130,2,2,100,1,80,200,200,,,0,0,0.1,,1,630,630,0,0.95,0.83,0.8,0.76,0.74,0.72,0.69,0.67,0.64,0.62,0.595,0.56,0.525,0.48,0.42,0.36431,0.3161,0.27394,0.23677,0.20375,0.17423,0.14766,0.12364,0.10182,0.0819,0.06364,0.04685,0.03136,0.01701,0.01,0.01,83,160,228,296,360,414,469,512,558,595,616,630,624,588,546.465,505.76,465.698,426.186,387.125,348.46,310.086,272.008,234.186,196.56,159.1,121.81,84.672,47.628,29,30,630,0.285714286,25,0.216759577,-0.078318386,2003.921682
Synthesis of platinum/multi-wall carbon nanotube catalysts,Pan Mu,China,Wuhan University of Technology,2004,Pt/MWNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,5,,CNTs,,120,nanowire,0,1,0,,,0,N2H4﹞H2O,0,0,1,0,7,400,2,1,0,55,225,0.409090909,,,,,,,,,0.11,0.11,20,nafion 117,175,,,,100,1,25,,,,,0,0,0,,1,275,275,0,1.03,0.76,0.7,0.67,0.62,0.55,0.41,0.28481,0.18358,0.10003,0.0299,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,76,140,201,248,275,246,199.367,146.864,90.027,29.9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,275,0.4,26,0.9083829,0.133086268,2004.133086
Performance of polymer electrolyte membrane fuel cells with carbon nanotubes as oxygen reduction catalyst support material,S. Ramaprabhu,India,Indian Institute of Technology Madras,2005,Pt/CNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.35,0,0,0,0,0,0,0,0,0,75.65,4,,CNTs,,120,nanowire,0,1,0,,720,0,NaBH4,0,0,1,0,7,25,0,0,0,55,225,0.409090909,,,,,,,,5,0.5,0.25,19.6,nafion 1035,89,130,2,6.895,100,1,80,,,,,0,0,0.1,,1,405,405,0,1,0.8,0.73,0.69,0.66,0.62,0.58,0.54,0.5,0.45,0.4,0.3533,0.31239,0.27625,0.2441,0.2153,0.18936,0.16588,0.14452,0.12501,0.10711,0.09063,0.07542,0.06132,0.04823,0.03604,0.02465,0.014,0.01,0.01,0.01,80,146,207,264,310,348,378,400,405,400,388.63,374.868,359.125,341.74,322.95,302.976,281.996,260.136,237.519,214.22,190.323,165.924,141.036,115.752,90.1,64.09,37.8,28,29,30,405,1.234567901,27,0.90822936,0.132993017,2005.132993
Carbon supported Pt70Co30?electrocatalyst prepared by the formic acid method for the oxygen reduction reaction in polymer electrolyte fuel cells,Ernesto R. Gonzalez,Brazil,Instituto de Qu? ∩mica de Sa ?o Carlos,2005,PtCo/C,71,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,21.3,,XC-72R,30,230,none,1,0,0,80,,0,formic acid,0,0,1,0,7,900,1,1,0,55,225,0.409090909,,,,,,,,4.62,0.4,0.4,20,nafion 115,75,125,2,5,100,1,80,,,,,0,0,0.1,,1,360,360,0,0.951,0.79,0.74,0.7,0.67,0.625,0.55,0.5,0.44,0.4,0.32,0.24657,0.18428,0.13077,0.08432,0.04361,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,79,148,210,268,312.5,330,350,352,360,320,271.227,221.136,170.001,118.048,65.415,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,360,1.111111111,28,0.14734213,-0.104790091,2004.89521
Carbon supported Pt70Co30?electrocatalyst prepared by the formic acid method for the oxygen reduction reaction in polymer electrolyte fuel cells,Ernesto R. Gonzalez,Brazil,Instituto de Qu? ∩mica de Sa ?o Carlos,2005,PtCo/C,71,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,13.2,,XC-72R,30,230,none,1,0,0,80,,0,formic acid,0,0,1,0,7,500,1,1,0,55,225,0.409090909,,,,,,,,4.62,0.4,0.4,20,nafion 115,75,125,2,5,100,1,80,,,,,0,0,0.1,,1,484,484,0,0.941,0.78,0.73,0.7,0.68,0.64,0.61,0.58,0.55,0.51,0.47,0.44,0.4,0.37,0.34156,0.31592,0.2927,0.27157,0.25225,0.23452,0.2182,0.20312,0.18915,0.17617,0.16407,0.15277,0.1422,0.13228,0.12296,0.11419,0.10591,78,146,210,272,320,366,406,440,459,470,484,480,481,478.184,473.88,468.32,461.669,454.05,445.588,436.4,426.552,416.13,405.191,393.768,381.925,369.72,357.156,344.288,331.151,317.73,484,0.826446281,29,0.533910407,0.00851034,2005.00851
Study of preparation of electrocatalysts for PEMFC byreverse micelles method,ZHU Ke,China,Tianjin University,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,81,1.9,,XC-72R,30,230,none,1,0,0,,,0,Hydrazine hydrate,0,0,1,0,7,25,0,0,0,55,225,0.409090909,,,,,,,,4,0.4,0.4,1,nafion 115,75,,,,100,1,70,,,,,0,0,0.28,,1,495,495,0,0.99,0.8,0.74,0.72,0.69,0.67,0.65,0.62,0.58,0.55,0.48,0.4154,0.36007,0.31213,0.27021,0.23323,0.20037,0.17098,0.14454,0.12061,0.09887,0.07903,0.06084,0.0441,0.02866,0.01437,0.01,0.01,0.01,0.01,0.01,80,148,216,276,335,390,434,464,495,480,456.94,432.084,405.769,378.294,349.845,320.592,290.666,260.172,229.159,197.74,165.963,133.848,101.43,68.784,35.925,26,27,28,29,30,495,0.808080808,30,0.715008945,0.056807784,2005.056808
Preparation by Inorganic Colloid Method and Characterization of Pt/C Catalysts,TIAN Jian-Hua,China,Tianjin University,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.05,,XC-72R,30,230,none,1,0,0,,180,0,formaldehyde,0,0,0,1,5,25,0,0,0,55,225,0.409090909,,,,,,,0.33,4,0.4,0.4,20,nafion 115,75,140,1.5,0.3,,1,70,,,,,0,0,0,,1,517,517,0,0.98,0.825,0.78,0.75,0.72,0.68,0.65,0.615,0.575,0.55,0.51,0.47,0.4,0.3354,0.28007,0.23213,0.19021,0.15323,0.12037,0.09098,0.06454,0.04061,0.01887,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,82.5,156,225,288,340,390,430.5,460,495,510,517,480,436.02,392.098,348.195,304.336,260.491,216.666,172.862,129.08,85.281,41.514,23,24,25,26,27,28,29,30,517,0.773694391,31,0.132818962,-0.111316418,2004.888684
Carbon supported Pt70Co30?electrocatalyst prepared by the formic acid method for the oxygen reduction reaction in polymer electrolyte fuel cells,Ernesto R. Gonzalez,Brazil,Instituto de Qu? ∩mica de Sa ?o Carlos,2005,PtCo/C,71,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,7.9,,XC-72R,30,230,none,1,0,0,80,,0,formic acid,0,0,1,0,7,25,0,0,0,55,225,0.409090909,,,,,,,,4.62,0.4,0.4,20,nafion 115,75,125,2,5,100,1,80,,,,,0,0,0.1,,1,572,572,0,0.933,0.82,0.77,0.73,0.7,0.67,0.645,0.6,0.58,0.55,0.52,0.49,0.47,0.44,0.4,0.37,0.32,0.28,0.24238,0.20898,0.17914,0.1523,0.12805,0.10602,0.08592,0.06751,0.05059,0.03497,0.02052,0.01,0.01,82,154,219,280,335,387,420,464,495,520,539,564,572,560,555,512,476,436.284,397.062,358.28,319.83,281.71,243.846,206.208,168.775,131.534,94.419,57.456,29,30,572,0.699300699,32,0.619803054,0.030496358,2005.030496
Carbon supported Pt70Co30?electrocatalyst prepared by the formic acid method for the oxygen reduction reaction in polymer electrolyte fuel cells,Ernesto R. Gonzalez,Brazil,Instituto de Qu? ∩mica de Sa ?o Carlos,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,4.5,,XC-72R,30,230,none,1,0,0,80,,0,formic acid,0,0,1,0,7,25,0,0,0,55,225,0.409090909,,,,,,,,4.62,0.4,0.4,20,nafion 115,75,125,2,5,100,1,80,,,,,0,0,0.1,,1,598,598,0,0.955,0.82,0.77,0.745,0.72,0.69,0.66,0.63,0.6,0.58,0.55,0.51,0.49,0.46,0.425,0.38,0.33,0.28,0.2333,0.19239,0.15625,0.1241,0.0953,0.06936,0.04588,0.02452,0.01,0.01,0.01,0.01,0.01,82,154,223.5,288,345,396,441,480,522,550,561,588,598,595,570,528,476,419.94,365.541,312.5,260.61,209.66,159.528,110.112,61.3,26,27,28,29,30,598,0.668896321,33,0.333066347,-0.04314617,2004.956854
Well-dispersed surfactant-stabilized Pt C nanocatalysts for fuel cell application Dispersion control and surfactant removal,"Hsing, IM",China,Hong Kong University of Science and Technology,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,2.2,,XC-72R,30,230,none,1,0,0,90,75,0,methanol,0,0,0,0,7,25,0,0,0,128.7,225,0.174825175,,,,,,,0.4286,5,0.4,0.4,1,nafion 112,50,135,1.5,7.5,100,1,80,,,,,0,0,0,,1,1058,1058,1,0.99,0.86,0.82,0.795,0.775,0.75,0.735,0.715,0.7,0.68,0.67,0.655,0.645,0.625,0.605,0.595,0.58,0.56,0.55,0.53,0.51,0.5,0.48,0.46,0.44,0.42,0.398,0.37,0.34,0.305,0.28,86,164,238.5,310,375,441,500.5,560,612,670,720.5,774,812.5,847,892.5,928,952,990,1007,1020,1050,1056,1058,1056,1050,1034.8,999,952,884.5,840,1058,0.378071834,34,0.421809933,-0.019726538,2004.980273
Fabrication and evaluation of the Pt/C catalyst for the anode of the PEMFC,Liu Weifeng,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,95,2.2,,XC-72R,30,230,none,1,0,0,90,,0,formaldehyde,0,0,0,1,10,25,0,0,0,96,225,0.234375,,,,,,,,,0.3,0.075,5,not-mentioned,,,,,,1,80,,,,,0,0,0,,1,484,484,0,,0.81,0.75,0.72,0.68,0.65,0.61,0.57,0.55,0.51,0.48,0.44,0.4,0.35,0.3033,0.26239,0.22625,0.1941,0.1653,0.13936,0.11588,0.09452,0.07501,0.05711,0.04063,0.02542,0.01132,0.01,0.01,0.01,0.01,81,150,216,272,325,366,399,440,459,480,484,480,455,424.62,393.585,362,329.97,297.54,264.784,231.76,198.492,165.022,131.353,97.512,63.55,29.432,27,28,29,30,484,0.619834711,35,0.390072799,-0.02791293,2004.972087
Fabrication and evaluation of the Pt/C catalyst for the anode of the PEMFC,Liu Weifeng,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,none,1,0,0,90,,0,formaldehyde,0,0,0,1,10,25,0,0,0,96,225,0.234375,,,,,,,,,0.3,0.15,10,not-mentioned,,,,,,1,80,,,,,0,0,0,,1,516,516,0,,0.825,0.77,0.73,0.68,0.65,0.62,0.575,0.55,0.51,0.48,0.45,0.43,0.39,0.35238,0.31898,0.28914,0.2623,0.23805,0.21602,0.19592,0.17751,0.16059,0.14497,0.13052,0.11711,0.10463,0.09299,0.0821,0.0719,0.06232,82.5,154,219,272,325,372,402.5,440,459,480,495,516,507,493.332,478.47,462.624,445.91,428.49,410.438,391.84,372.771,353.298,333.431,313.248,292.775,272.038,251.073,229.88,208.51,186.96,516,0.581395349,36,0.158207224,-0.10018533,2004.899815
Fabrication and evaluation of the Pt/C catalyst for the anode of the PEMFC,Liu Weifeng,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,97,1.3,,XC-72R,30,230,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,154,225,0.146103896,,,,,,,,,0.3,0.045,3,not-mentioned,,,,,,1,80,,,,,0,0,0,,1,576,576,0,,0.81,0.75,0.72,0.68,0.65,0.61,0.595,0.58,0.55,0.53,0.5,0.48,0.44,0.41,0.38156,0.35592,0.3327,0.31157,0.29225,0.27452,0.2582,0.24312,0.22915,0.21617,0.20407,0.19277,0.1822,0.17228,0.16296,0.15419,81,150,216,272,325,366,416.5,464,495,530,550,576,572,574,572.34,569.472,565.59,560.826,555.275,549.04,542.22,534.864,527.045,518.808,510.175,501.202,491.94,482.384,472.584,462.57,576,0.520833333,37,0.980144477,0.205674203,2005.205674
Fabrication and evaluation of the Pt/C catalyst for the anode of the PEMFC,Liu Weifeng,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,none,1,0,0,90,,0,formaldehyde,0,0,0,1,10,25,0,0,0,94,225,0.239361702,,,,,,,,,0.3,0.3,20,not-mentioned,,,,,,1,80,,,,,0,0,0,,1,588,588,0,,0.88,0.83,0.8,0.76,0.74,0.7,0.675,0.64,0.6,0.57,0.53,0.49,0.44,0.3933,0.35239,0.31625,0.2841,0.2553,0.22936,0.20588,0.18452,0.16501,0.14711,0.13063,0.11542,0.10132,0.08823,0.07604,0.06465,0.054,88,166,240,304,370,420,472.5,512,540,570,583,588,572,550.62,528.585,506,482.97,459.54,435.784,411.76,387.492,363.022,338.353,313.512,288.55,263.432,238.221,212.912,187.485,162,588,0.510204082,38,0.796689992,0.082985633,2005.082986
High performance membrane-electrode assemblies with ultra-low Pt loading for proton exchange membrane fuel cells,Arumugam Manthiram,United States,University of Texas at Austin,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,CNTs,30,100,nanowire,0,1,0,140,180,0,ethylene glycol,1,0,0,0,13,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.25,0.25,20,nafion 115,75,,,,100,0,80,,,,,0,0,0,,1,645,645,0,,0.81,0.78,0.75,0.73,0.7,0.67,0.65,0.62,0.59,0.57,0.53,0.51,0.49,0.45,0.43,0.4,0.35,0.31,0.26,0.22,0.18238,0.14898,0.11914,0.0923,0.06805,0.04602,0.02592,0.01,0.01,0.01,81,156,225,292,350,402,455,496,531,570,583,612,637,630,645,640,595,558,494,440,382.998,327.756,274.022,221.52,170.125,119.652,69.984,28,29,30,645,0.387596899,39,0.63646196,0.034901762,2005.034902
"Effect of Atomic Ordering on the Catalytic Activity of Carbon Supported PtM (M = Fe , Co, Ni, and Cu) Alloys for Oxygen Reduction in PEMFCs",Arumugam Manthiram,United States,University of Texas at Austin,2005,PtCo/C,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,76.19047619,5.8,,XC-72R,30,230,none,1,0,0,25,0,0,none,0,1,0,0,7,900,1,1,0,55,225,0.409090909,,,,,,,0.4286,5,0.24,0.3,20,nafion 115,75,130,2,,100,1,75,,,,,0,0,0,,1,451,451,0,0.99,0.83,0.77,0.73,0.7,0.65,0.62,0.575,0.54,0.5,0.45,0.41,0.37238,0.33898,0.30914,0.2823,0.25805,0.23602,0.21592,0.19751,0.18059,0.16497,0.15052,0.13711,0.12463,0.11299,0.1021,0.0919,0.08232,0.0733,0.06481,83,154,219,280,325,372,402.5,432,450,450,451,446.856,440.674,432.796,423.45,412.88,401.234,388.656,375.269,361.18,346.437,331.144,315.353,299.112,282.475,265.46,248.13,230.496,212.57,194.43,451,0.532150776,40,0.828617243,0.094871514,2005.094872
Nanostructured Pt每M/C (M?=?Fe and Co) catalysts prepared by a microemulsion method for oxygen reduction in proton exchange membrane fuel cells,Arumugam Manthiram,United States,University of Texas at Austin,2005,PtCo/C,48.47218219,0,0,0,0,0,51.52781781,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,0,0,0,0,0,0,0,0,0,77.4,5.5,,XC-72R,30,230,none,1,0,0,25,0,0,none,0,1,0,0,7,900,2,1,0,55,225,0.409090909,,0.84,,,,,,5,0.227,0.3,20,nafion 115,75,,,,100,1,75,50,50,,,0,0,0.26,,1,406.968,406.968,0,0.99,0.82,0.76,0.72,0.67,0.62,0.575,0.53,0.48,0.44,0.40238,0.36898,0.33914,0.3123,0.28805,0.26602,0.24592,0.22751,0.21059,0.19497,0.18052,0.16711,0.15463,0.14299,0.1321,0.1219,0.11232,0.1033,0.09481,0.08679,0.0792,82,152,216,268,310,345,371,384,396,402.38,405.878,406.968,405.99,403.27,399.03,393.472,386.767,379.062,370.443,361.04,350.931,340.186,328.877,317.04,304.75,292.032,278.91,265.468,251.691,237.6,406.968,0.557783413,41,0.139283766,-0.108354287,2004.891646
Nanostructured Pt每M/C (M?=?Fe and Co) catalysts prepared by a microemulsion method for oxygen reduction in proton exchange membrane fuel cells,Arumugam Manthiram,United States,University of Texas at Austin,2005,PtFe/C,45.46684709,0,0,0,0,0,0,54.53315291,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,0,0,0,0,75.8,6.3,,XC-72R,30,230,none,1,0,0,25,120,0,none,0,1,0,0,7,900,2,1,0,55,225,0.409090909,,0.81,,,,,,5,0.2231,0.3,20,nafion 115,75,,,,100,1,75,50,50,,,0,0,0.26,,1,329,329,0,0.96,0.8,0.74,0.68,0.63,0.58,0.525,0.47,0.4,0.3354,0.28007,0.23213,0.19021,0.15323,0.12037,0.09098,0.06454,0.04061,0.01887,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,148,204,252,290,315,329,320,301.86,280.07,255.343,228.252,199.199,168.518,136.47,103.264,69.037,33.966,19,20,21,22,23,24,25,26,27,28,29,30,329,0.678115502,42,0.122421456,-0.116296695,2004.883703
Nanostructured Pt每M/C (M?=?Fe and Co) catalysts prepared by a microemulsion method for oxygen reduction in proton exchange membrane fuel cells,Arumugam Manthiram,United States,University of Texas at Austin,2005,PtFe/C,40.6779661,0,0,0,0,0,0,59.3220339,0,0,0,0,0,0,0,0,0,0,0,0,16.6,0,0,0,0,0,0,0,0,0,83.4,2.5,,XC-72R,30,230,none,1,0,0,,120,0,NaBH4,0,0,1,0,9,200,2,1,0,55,225,0.409090909,,0.83,,,,,,5,0.2114,0.3,20,nafion 115,75,,,,100,1,75,50,50,,,0,0,0.26,,1,294.1,294.1,0,0.96,0.79,0.675,0.63,0.56,0.5,0.45,0.4033,0.36239,0.32625,0.2941,0.2653,0.23936,0.21588,0.19452,0.17501,0.15711,0.14063,0.12542,0.11132,0.09823,0.08604,0.07465,0.064,0.05401,0.04462,0.03579,0.02745,0.01958,0.01213,0.01,79,135,189,224,250,270,282.31,289.912,293.625,294.1,291.83,287.232,280.644,272.328,262.515,251.376,239.071,225.756,211.508,196.46,180.684,164.23,147.2,129.624,111.55,93.054,74.115,54.824,35.177,30,294.1,0.718803128,43,0.70050684,0.05258588,2005.052586
Carbon Nanotube Film by Filtration as Cathode Catalyst Support for Proton-Exchange Membrane Fuel Cell,Yushan Yan,United States,University of California,2005,Pt/CNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.1,,CNTs,30,100,nanowire,0,1,0,140,180,0,ethylene glycol,1,0,0,0,13,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.2,0.2,20,nafion 112,50,135,1.5,14,100,1,70,200,200,,,0,0,0.2,,1,588,588,0,0.98,0.825,0.805,0.77,0.73,0.69,0.66,0.63,0.6,0.56,0.53,0.51,0.48,0.45,0.42,0.39,0.35,0.32,0.275,0.24,0.18,0.12431,0.0761,0.03394,0.01,0.01,0.01,0.01,0.01,0.01,0.01,82.5,161,231,292,345,396,441,480,504,530,561,576,585,588,585,560,544,495,456,360,261.051,167.42,78.062,24,25,26,27,28,29,30,588,0.340136054,44,0.581204532,0.020497592,2005.020498
High performance membrane-electrode assemblies with ultra-low Pt loading for proton exchange membrane fuel cells,Arumugam Manthiram,United States,University of Texas at Austin,2005,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,CNTs,30,100,nanowire,0,1,0,140,180,0,ethylene glycol,1,0,0,0,13,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,5,0.2,0.2,20,nafion 115,75,,,,100,0,80,,,,,0,0,0,,1,645,645,0,,0.81,0.78,0.75,0.71,0.69,0.65,0.62,0.605,0.59,0.57,0.53,0.51,0.49,0.45,0.43,0.4,0.37,0.33,0.3,0.26,0.21,0.17,0.13238,0.09898,0.06914,0.0423,0.01805,0.01,0.01,0.01,81,156,225,284,345,390,434,484,531,570,583,612,637,630,645,640,629,594,570,520,441,374,304.474,237.552,172.85,109.98,48.735,28,29,30,645,0.310077519,45,0.767465548,0.073052571,2005.073053
