Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter ㄗnmㄘ,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),special sturcture,particle,nanowire,core-shell,Reduction Temperature,Reduction Time/min,mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt use,,Rand,Rand num,Year for plot
The preparation of Pt/C catalysts using various carbon materials for the cathode of PEMFC,Jin-Nam Park,Korea,LG Chem,2006,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,2.3,,EC300,40,875,none,1,0,0,90,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,,6.25,0.2,0.4,60,nafion 112,50,140,2,16,100,1,70,300,1000,,,0,0,0,,0.21,493.22,493.22,0,0.82,0.78,0.76,0.73,0.7,0.67,0.63,0.6,0.56,0.52,0.48,0.44238,0.40898,0.37914,0.3523,0.32805,0.30602,0.28592,0.26751,0.25059,0.23497,0.22052,0.20711,0.19463,0.18299,0.1721,0.1619,0.15232,0.1433,0.13481,0.12679,78,152,219,280,335,378,420,448,468,480,486.618,490.776,492.882,493.22,492.075,489.632,486.064,481.518,476.121,469.94,463.092,455.642,447.649,439.176,430.25,420.94,411.264,401.24,390.949,380.37,493.22,0.40549856,23,0.350994628,-0.038263656,2005.961736
The preparation of Pt/C catalysts using various carbon materials for the cathode of PEMFC,Jin-Nam Park,Korea,LG Chem,2006,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,1.6,,EC600,34,1400,none,1,0,0,90,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,,6.25,0.2,0.4,60,nafion 112,50,140,2,16,100,1,70,300,1000,,,0,0,0,,0.21,558.957,558.957,0,0.83,0.8,0.77,0.74,0.72,0.69,0.66,0.63,0.59,0.56,0.49,0.46,0.43156,0.40592,0.3827,0.36157,0.34225,0.32452,0.3082,0.29312,0.27915,0.26617,0.25407,0.24277,0.2322,0.22228,0.21296,0.20419,0.19591,0.18808,0.18068,80,154,222,288,345,396,441,472,504,490,506,517.872,527.696,535.78,542.355,547.6,551.684,554.76,556.928,558.3,558.957,558.954,558.371,557.28,555.7,553.696,551.313,548.548,545.432,542.04,558.957,0.357809277,24,0.159367331,-0.099706149,2005.900294
High performance polymer electrolyte fuel cells with ultra-low Pt loading electrodes prepared by dual ion-beam assisted deposition,Sanjeev Mukerjee,United States,Northeastern University,2006,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3.1,,home-made carbon,,,none,1,0,0,,,0,dual ion-beam assisted deposition,0,0,0,0,7,25,0,0,0,22.6,747.8,3.308849558,,,,,,,0.4286,5,0.16,0.16,1,nafion 112,50,115,7.5,1.3,100,1,80,675,525,4.5,3.5,675,525,0.3445,,0.21,1140.93,1140.93,1,0.96,0.88,0.84,0.81,0.8,0.77,0.75,0.73,0.71,0.7,0.696,0.685,0.66,0.63,0.62,0.6,0.58,0.576,0.56,0.54,0.52,0.5,0.49,0.48,0.46,0.45,0.425,0.41,0.4,0.39,0.38031,88,168,243,320,385,450,511,568,630,696,753.5,792,819,868,900,928,979.2,1008,1026,1040,1050,1078,1104,1104,1125,1105,1107,1120,1131,1140.93,1140.93,0.140236474,25,0.575695435,0.019089338,2006.019089
Effects of sputtering parameters on the performance of electrodes fabricated for proton exchange membrane fuel cells,Kuo-Lin Huang,taiwan,National Pingtung University ofScience and Technology,2006,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,home-made carbon,56,,none,1,0,0,25,0,0,Sputter,0,0,0,0,7,25,0,0,0,5.3,225,4.245283019,,,,,,,,5,0.1,0.4,,nafion 117,175,120,1,45.36,100,1,65,,,,,0,0,0,,0.21,315,315,0,0.965,0.79,0.74,0.69,0.64,0.58,0.52,0.45,0.38,0.32,0.26431,0.2161,0.17394,0.13677,0.10375,0.07423,0.04766,0.02364,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,79,148,207,256,290,312,315,304,288,264.31,237.71,208.728,177.801,145.25,111.345,76.256,40.188,18,19,20,21,22,23,24,25,26,27,28,29,30,315,0.317460317,26,0.517196882,0.004311955,2006.004312
High performance polymer electrolyte fuel cells with ultra-low Pt loading electrodes prepared by dual ion-beam assisted deposition,Sanjeev Mukerjee,United States,Northeastern University,2006,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,9,,home-made carbon,,,none,1,0,0,,,0,dual ion-beam assisted deposition,0,0,0,0,7,25,0,0,0,36.3,894.7,2.464738292,,,,,,,0.4286,5,0.08,0.08,1,nafion 112,50,115,7.5,1.3,100,1,80,675,525,4.5,3.5,675,525,0.3445,,0.21,1140.93,1140.93,1,0.95,0.88,0.84,0.81,0.8,0.77,0.75,0.73,0.71,0.7,0.696,0.685,0.66,0.65,0.64,0.62,0.6,0.58,0.57,0.55,0.54,0.51,0.495,0.49,0.46,0.45,0.425,0.41,0.4,0.39,0.38031,88,168,243,320,385,450,511,568,630,696,753.5,792,845,896,930,960,986,1026,1045,1080,1071,1089,1127,1104,1125,1105,1107,1120,1131,1140.93,1140.93,0.070118237,27,0.896083639,0.125954728,2006.125955
Improving PEMFC Performance Using Low Equivalent Weight PFSA Ionomers and Pt-Co 決 C Catalyst in the Cathode,"Xu, Hui",United States,University of Connecticut,2007,PtCo/C,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,0,0,0,0,0,0,0,0,0,46.8,4.4,,XC-72R,30,230,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.67,25,0.4,0.4,46.6,NTPA,30,,,,100,0,80,,,,,0,0,0.1,,0.21,441,441,0,0.93,0.79,0.75,0.7,0.65,0.62,0.6,0.57,0.54,0.49,0.44,0.3933,0.35239,0.31625,0.2841,0.2553,0.22936,0.20588,0.18452,0.16501,0.14711,0.13063,0.11542,0.10132,0.08823,0.07604,0.06465,0.054,0.04401,0.03462,0.02579,79,150,210,260,310,360,399,432,441,440,432.63,422.868,411.125,397.74,382.95,366.976,349.996,332.136,313.519,294.22,274.323,253.924,233.036,211.752,190.1,168.09,145.8,123.228,100.398,77.37,441,0.907029478,28,0.872623448,0.113888025,2007.113888
Improving PEMFC Performance Using Low Equivalent Weight PFSA Ionomers and Pt-Co 決 C Catalyst in the Cathode,"Xu, Hui",United States,University of Connecticut,2007,PtCo/C,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,0,0,0,0,0,0,0,0,0,46.8,4.4,,XC-72R,30,230,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.1765,25,0.4,0.4,46.6,NTPA,30,,,,100,0,80,,,,,0,0,0.1,,0.21,617.472,617.472,0,0.92,0.76,0.73,0.69,0.655,0.64,0.62,0.6,0.58,0.57,0.54,0.52,0.5,0.47,0.44,0.41156,0.38592,0.3627,0.34157,0.32225,0.30452,0.2882,0.27312,0.25915,0.24617,0.23407,0.22277,0.2122,0.20228,0.19296,0.18419,76,146,207,262,320,372,420,464,513,540,572,600,611,616,617.34,617.472,616.59,614.826,612.275,609.04,605.22,600.864,596.045,590.808,585.175,579.202,572.94,566.384,559.584,552.57,617.472,0.647802653,29,0.964077511,0.180009918,2007.18001
Improving PEMFC Performance Using Low Equivalent Weight PFSA Ionomers and Pt-Co 決 C Catalyst in the Cathode,"Xu, Hui",United States,University of Connecticut,2007,PtCo/C,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,0,0,0,0,0,0,0,0,0,46.8,4.4,,XC-72R,30,230,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.5385,25,0.4,0.4,46.6,NTPA,30,,,,100,0,80,,,,,0,0,0.1,,0.21,852.57,852.57,1,0.96,0.79,0.77,0.73,0.7,0.67,0.67,0.65,0.64,0.63,0.62,0.6,0.59,0.57,0.54,0.51156,0.48592,0.4627,0.44157,0.42225,0.40452,0.3882,0.37312,0.35915,0.34617,0.33407,0.32277,0.3122,0.30228,0.29296,0.28419,79,154,219,280,335,402,455,512,567,620,660,708,741,756,767.34,777.472,786.59,794.826,802.275,809.04,815.22,820.864,826.045,830.808,835.175,839.202,842.94,846.384,849.584,852.57,852.57,0.469169687,30,0.477125764,-0.005736866,2006.994263
Improving PEMFC Performance Using Low Equivalent Weight PFSA Ionomers and Pt-Co 決 C Catalyst in the Cathode,"Xu, Hui",United States,University of Connecticut,2007,PtCo/C,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,0,0,0,0,0,0,0,0,0,46.8,4.4,,XC-72R,30,230,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.3333,25,0.4,0.4,46.6,NTPA,30,,,,100,0,80,,,,,0,0,0.1,,0.21,1271.28,1271.28,1,0.93,0.78,0.76,0.71,0.68,0.67,0.65,0.64,0.63,0.61,0.59,0.57,0.56,0.54,0.53,0.52031,0.51119,0.5026,0.49449,0.48683,0.47957,0.47269,0.46615,0.45994,0.45403,0.44839,0.44301,0.43787,0.43296,0.42826,0.42376,78,152,213,272,335,390,448,504,549,590,627,672,702,742,780.465,817.904,854.42,890.082,924.977,959.14,992.649,1025.53,1057.862,1089.672,1120.975,1151.826,1182.249,1212.288,1241.954,1271.28,1271.28,0.314643509,31,0.367945004,-0.0337301,2006.96627
Improving PEMFC Performance Using Low Equivalent Weight PFSA Ionomers and Pt-Co 決 C Catalyst in the Cathode,"Xu, Hui",United States,University of Connecticut,2007,PtCo/C,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,0,0,0,0,0,0,0,0,0,46.8,4.4,,XC-72R,30,230,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.4706,25,0.4,0.4,46.6,NTPA,30,,,,100,0,80,,,,,0,0,0.1,,0.21,1421.28,1421.28,1,0.93,0.79,0.76,0.74,0.71,0.68,0.68,0.67,0.66,0.65,0.64,0.62,0.61,0.59,0.58,0.57031,0.56119,0.5526,0.54449,0.53683,0.52957,0.52269,0.51615,0.50994,0.50403,0.49839,0.49301,0.48787,0.48296,0.47826,0.47376,79,152,222,284,340,408,469,528,585,640,682,732,767,812,855.465,897.904,939.42,980.082,1019.977,1059.14,1097.649,1135.53,1172.862,1209.672,1245.975,1281.826,1317.249,1352.288,1386.954,1421.28,1421.28,0.281436452,32,0.160265031,-0.099336921,2006.900663
Effect of platinum amount in carbon supported platinum catalyst on performance of polymer electrolyte membrane fuel cell,Yung-Eun Sung,Korea,Seoul National University,2007,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.4,,XC-72R,30,230,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,42.09,225,0.534568781,,,,,,,0.4286,5,0.2,0.2,20,nafion 112,50,,,,100,0,70,225,300,1.5,2,225,300,0,,0.21,576,576,0,0.9,0.79,0.74,0.7,0.67,0.65,0.625,0.605,0.58,0.56,0.54,0.52,0.48,0.44,0.38,0.32431,0.2761,0.23394,0.19677,0.16375,0.13423,0.10766,0.08364,0.06182,0.0419,0.02364,0.01,0.01,0.01,0.01,0.01,79,148,210,268,325,375,423.5,464,504,540,572,576,572,532,486.465,441.76,397.698,354.186,311.125,268.46,226.086,184.008,142.186,100.56,59.1,26,27,28,29,30,576,0.347222222,33,0.010087357,-0.232308262,2006.767692
Effect of platinum amount in carbon supported platinum catalyst on performance of polymer electrolyte membrane fuel cell,Yung-Eun Sung,Korea,Seoul National University,2007,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,4,,XC-72R,30,230,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,33.4,217,0.649700599,,,,,,,0.4286,5,0.2,0.2,40,nafion 112,50,,,,100,0,70,225,300,1.5,2,225,300,0,,0.21,588,588,0,0.95,0.8,0.73,0.7,0.675,0.65,0.63,0.61,0.58,0.57,0.55,0.53,0.49,0.45,0.4,0.3533,0.31239,0.27625,0.2441,0.2153,0.18936,0.16588,0.14452,0.12501,0.10711,0.09063,0.07542,0.06132,0.04823,0.03604,0.02465,80,146,210,270,325,378,427,464,513,550,583,588,585,560,529.95,499.824,469.625,439.38,409.07,378.72,348.348,317.944,287.523,257.064,226.575,196.092,165.564,135.044,104.516,73.95,588,0.340136054,34,0.216620204,-0.078365869,2006.921634
Self-Assembled Pt/Mesoporous Silica-Carbon Electrocatalysts for Elevated-Temperature Polymer Electrolyte Membrane Fuel Cells,San Ping Jiang,Singapore,Nanyang Technological UniVersity,2008,Pt/mesoSiO2-carbon,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.9,,CNTs,,365,nanowire,0,1,0,198,30,1,ethylene glycol,1,0,0,0,10,25,0,0,0,151,217,0.143708609,,,,,,,0.5,4,0.4,0.2,,nafion 112,50,125,1.5,10,100,1,70,300,2000,,,0,0,0,,0.21,520,520,0,0.94,0.79,0.75,0.72,0.68,0.65,0.63,0.6,0.58,0.55,0.52,0.47,0.43,0.39238,0.35898,0.32914,0.3023,0.27805,0.25602,0.23592,0.21751,0.20059,0.18497,0.17052,0.15711,0.14463,0.13299,0.1221,0.1119,0.10232,0.0933,79,150,216,272,325,378,420,464,495,520,517,516,510.094,502.572,493.71,483.68,472.685,460.836,448.248,435.02,421.239,406.934,392.196,377.064,361.575,345.774,329.67,313.32,296.728,279.9,520,0.769230769,35,0.89864428,0.12738645,2008.127386
An inorganic/organic self-humidifying composite membranes for proton exchange membrane fuel cell application,Huamin Zhang,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2008,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,0,0,0,0,0,0,0,0,0,53.4,3.9,,home-made carbon,,,none,1,0,0,,,0,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,1,5,0.4,0.4,46.6,SPEEK/Pt-Cs2.5,24,160,2,10,0,1,60,,,,,0,0,0.2,,0.21,540,540,0,0.97,0.86,0.81,0.78,0.76,0.74,0.71,0.68,0.66,0.6,0.54,0.425,0.32,0.22476,0.14572,0.07907,0.0221,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,86,162,234,304,370,426,476,528,540,540,467.5,384,292.188,204.008,118.605,35.36,17,18,19,20,21,22,23,24,25,26,27,28,29,30,540,0.740740741,36,0.021953127,-0.201498469,2007.798502
Hollow Macroporous Core/Mesoporous Shell Carbon with a Tailored Structure as a Cathode Electrocatalyst Support for Proton Exchange Membrane Fuel Cells,Jong-Sung Yu,Korea,Hannam University,2008,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,2.3,,home-made carbon,360,,core-shell,0,0,1,,720,0,NaBH4,0,0,1,0,7,25,0,0,0,106,225,0.212264151,,,,,,,0.33,6.25,0.2,0.2,20,nafion 112,50,,,,100,1,60,,,,,0,0,0,,0.21,228,228,0,0.99,0.75,0.65,0.58,0.5,0.44,0.38,0.32,0.25,0.2,0.15,0.1033,0.06239,0.02625,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,75,130,174,200,220,228,224,200,180,150,113.63,74.868,34.125,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,228,0.877192982,37,0.185095515,-0.089611559,2007.910388
Modified Decal Method and Its Related Study of Microporous Layer in PEM Fuel Cells,Yung-Eun Sung,Korea,Seoul National University,2008,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,,5,0.15,0.15,40,nafion 112,50,130,2,25,100,1,70,,,,,0,0,0,,0.21,810,810,1,0.9,0.8,0.76,0.72,0.7,0.68,0.66,0.64,0.63,0.62,0.6,0.58,0.56,0.54,0.525,0.51,0.49,0.47,0.45,0.42,0.39,0.36,0.325,0.27,0.2188,0.17421,0.13503,0.10033,0.06939,0.04162,0.01657,80,152,216,280,340,396,448,504,558,600,638,672,702,735,765,784,799,810,798,780,756,715,621,525.12,435.525,351.078,270.891,194.292,120.698,49.71,810,0.185185185,38,0.803215449,0.085316267,2008.085316
Durability study of Pt每Pd/C as PEMFC cathode catalyst,Zhigang Shao,china,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2009,Pt3Pd/S770,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,2.97,,S770,,,none,1,0,0,130,180,0,ethylene glycol,1,0,0,0,12,25,0,0,0,61.7,217,0.351701783,,,,,,,,5,0.5,0.5,,nafion 115,125,,,,100,1,85,,,,,0,0,0.2,,0.21,348.211,348.211,0,0.95,0.805,0.755,0.72,0.485,0.455,0.425,0.385,0.36,0.33619,0.31455,0.29478,0.27667,0.26,0.24462,0.23037,0.21714,0.20483,0.19333,0.18258,0.1725,0.16303,0.15412,0.14571,0.13754,0.12981,0.1225,0.11557,0.10899,0.10273,0.09677,80.5,151,216,194,227.5,255,269.5,288,302.571,314.55,324.258,332.004,338,342.468,345.555,347.424,348.211,347.994,346.902,345,342.363,339.064,335.133,330.096,324.525,318.5,312.039,305.172,297.917,290.31,348.211,1.435910985,39,0.61333277,0.028801604,2009.028802
Durability study of Pt每Pd/C as PEMFC cathode catalyst,Zhigang Shao,china,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2009,TKK46.6%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,0,0,0,0,0,0,0,0,0,53.4,2.51,,TKK,,,none,1,0,0,130,180,0,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,,5,0.5,0.5,,nafion 115,125,,,,100,1,85,,,,,0,0,0.2,,0.21,402.5,402.5,0,0.98,0.8,0.75,0.71,0.68,0.65,0.61,0.575,0.5,0.43098,0.37215,0.3214,0.27719,0.23831,0.20387,0.17315,0.14556,0.12066,0.09808,0.07749,0.05866,0.04136,0.02541,0.01066,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,150,213,272,325,366,402.5,400,387.882,372.15,353.54,332.628,309.803,285.418,259.725,232.896,205.122,176.544,147.231,117.32,86.856,55.902,24.518,24,25,26,27,28,29,30,402.5,1.242236025,40,0.699881195,0.052405885,2009.052406
Hierarchical nanostructured hollow spherical carbon with mesoporous shell as a unique cathode catalyst support in proton exchange membrane fuel cell,jong sung yi,Korea,Korea University,2009,Pt (60 wt%)/HCMSC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,3.3,,home-made carbon,,1238,none,1,0,0,198,1.67,1,ethylene glycol,1,0,0,0,10.6,25,0,0,0,88,180,0.204545455,,,,,,,0.333,6.25,0.2,0.4,20,nafion 112,50,,,,100,1,60,,,,,0,0,0,,0.21,240,240,0,0.91,0.715,0.65,0.59,0.52,0.45,0.4,0.34,0.28,0.215,0.155,0.09931,0.0511,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,71.5,130,177,208,225,240,238,224,193.5,155,109.241,61.32,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,240,0.833333333,41,0.12152237,-0.116741024,2008.883259
High-performance core每shell PdPt@Pt/C catalysts via decorating PdPt alloy cores with Pt,Shi-Jun Liao,China,South China University of Technology,2009,PdPt@Pt/C,34.8,65.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,77,4.5,,XC-72R,30,230,core-shell,0,0,1,160,480,0,ethylene glycol,1,0,0,0,10,25,0,0,0,301.6,225,0.074602122,,,,,,,,,0.04,0.12,,,,,,,,1,60,,,,,0,0,0,701,0.21,489.6,489.6,0,0.953,0.807,0.754,0.725,0.696,0.661,0.637,0.602,0.579,0.544,0.485,0.415,0.374,0.298,0.22809,0.16857,0.11727,0.0726,0.03336,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80.7,150.8,217.5,278.4,330.5,382.2,421.4,463.2,489.6,485,456.5,448.8,387.4,319.326,252.855,187.632,123.42,60.048,19,20,21,22,23,24,25,26,27,28,29,30,489.6,0.081699346,42,0.915968394,0.137845384,2009.137845
Effect of ionomer content and relative humidity on polymer electrolyte membrane fuel cell (PEMFC) performance of membrane-electrode assemblies (MEAs) prepared by decal transfer method,Jong Hyun Jang,Korea,Korea Institute of Science and Technology,2010,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6,0,0,0,0,0,0,0,0,0,54.4,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.43,25,0.42,0.42,45.6,nafion 212,50,140,4,,25,0,65,225,300,1.5,2,225,300,0,,0.21,416,416,0,1.1,0.8,0.73,0.69,0.67,0.61,0.58,0.55,0.52,0.46,0.41,0.31,0.22,0.1378,0.06871,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,146,207,268,305,348,385,416,414,410,341,264,179.14,96.194,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,416,1.009615385,43,0.565803753,0.01657007,2010.01657
Effect of ionomer content and relative humidity on polymer electrolyte membrane fuel cell (PEMFC) performance of membrane-electrode assemblies (MEAs) prepared by decal transfer method,Jong Hyun Jang,Korea,Korea Institute of Science and Technology,2010,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6,0,0,0,0,0,0,0,0,0,54.4,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.43,25,0.42,0.42,45.6,nafion 212,50,140,4,,40,0,65,225,300,1.5,2,225,300,0,,0.21,424,424,0,1.1,0.8,0.76,0.72,0.68,0.64,0.605,0.57,0.53,0.46,0.41,0.31,0.22,0.1378,0.06871,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,152,216,272,320,363,399,424,414,410,341,264,179.14,96.194,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,424,0.990566038,44,0.505093055,0.001276674,2010.001277
Effect of ionomer content and relative humidity on polymer electrolyte membrane fuel cell (PEMFC) performance of membrane-electrode assemblies (MEAs) prepared by decal transfer method,Jong Hyun Jang,Korea,Korea Institute of Science and Technology,2010,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6,0,0,0,0,0,0,0,0,0,54.4,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.43,25,0.42,0.42,45.6,nafion 212,50,140,4,,70,0,65,225,300,1.5,2,225,300,0,,0.21,440,440,0,1,0.83,0.77,0.73,0.69,0.66,0.63,0.59,0.55,0.46,0.38,0.30657,0.24428,0.19077,0.14432,0.10361,0.06763,0.03562,0.00694,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,83,154,219,276,330,378,413,440,414,380,337.227,293.136,248.001,202.048,155.415,108.208,60.554,12.492,19,20,21,22,23,24,25,26,27,28,29,30,440,0.954545455,45,0.278720517,-0.058664667,2009.941335
